wiggle_room,allocation,2017.08.16-2018.02.14,2017.10.16-2018.04.15,2017.12.15-2018.06.14,2018.02.14-2018.08.14,2018.04.15-2018.10.13,2018.06.14-2018.12.12,2018.08.14-2019.02.10,2018.10.13-2019.04.11,2018.12.12-2019.06.11,2019.02.10-2019.08.10,2019.04.11-2019.10.09,2019.06.11-2019.12.08,2019.08.09-2020.02.06,sum
0.03,0.85/0.15,-770.1494445937226,-394.903518957158,576.9550312884636,1920.3639523851907,1131.746965211449,2242.0982477236125,1673.225487776501,1455.9834369684309,-1077.1082030347343,-831.1559033630665,-104.98427543031451,739.0314585299569,545.6304128469139,7106.733647351522
0.05,0.8/0.2,-742.0043502204842,-412.0163532072696,566.0432474813425,1910.394760054355,1122.708629345813,2247.8125443808835,1651.7506032391489,1484.6215483782346,-1043.266081954901,-834.5848940608751,-135.03367487286303,717.8776150328016,558.4004275990076,7092.7040211951935
0.04,0.8/0.2,-754.071955896525,-412.0163532072696,565.8802717232625,1912.9998457144347,1085.0398060391149,2192.4652383829502,1685.9202201277885,1474.9211029668752,-1043.266081954901,-836.6108644336297,-142.5870296174502,715.627687922591,555.3812953942671,6999.683183161508
0.09,0.75/0.25,-668.5694665686673,-520.9907736965181,549.5303925750122,1717.9318883146743,1121.2244008164341,2268.889924031673,1728.4790276432077,1489.6695414952117,-939.8172301152242,-879.4653099899443,-264.5454967647483,710.1869817487361,631.7910939951552,6944.314973485002
0.08,0.75/0.25,-670.5851158354881,-470.15092253923723,549.5303925750122,1736.544111768449,1122.2496016087462,2245.9878617548534,1658.5368923487479,1426.0888354796537,-951.8017101123946,-872.9702447396241,-257.5519847206981,737.4535465308967,658.5046520576099,6911.8359161765275
0.0,0.8/0.2,-743.5991336750275,-428.146518196267,536.9842958342695,1899.6733514196615,1086.309325407022,2192.3815539994544,1676.7736859137358,1439.2075411238538,-1052.703409850399,-837.4209855809312,-148.81657279987053,713.7289250852563,549.7546710487534,6884.126729729512
0.01,0.8/0.2,-745.9730266853184,-431.0502478307617,535.1168292545474,1879.7840305330103,1086.309325407022,2189.5100032169444,1672.9935349790799,1433.579003273118,-1052.703409850399,-833.8300014065857,-148.81657279987053,714.3854313909305,550.0047103088287,6849.309609790547
0.07,0.75/0.25,-670.5851158354881,-482.5764231778755,416.0372887743744,1851.5375670262918,1122.2496016087462,2236.782737710427,1637.6448201809953,1411.6663619481014,-968.4273511699205,-861.6160610434594,-230.2798324112915,719.7216012852138,630.2977811827566,6812.452976078873
0.06,0.75/0.25,-697.9012301784653,-482.5764231778755,416.0372887743744,1838.3231450748847,1061.0595870127843,2215.592633296652,1724.5146953430353,1451.4220715253232,-996.9255270572054,-836.8871511799421,-180.22128486091168,708.0404696970405,572.1877971647256,6792.666071434421
0.1,0.75/0.25,-696.7037808188907,-611.5571911568727,523.488729640845,1638.9354756497598,1121.2244008164341,2268.889924031673,1728.4790276432077,1489.6695414952117,-935.2440854063011,-802.2421414180701,-223.1146297418416,654.9641525779011,631.7910939951552,6788.580517308213
0.02,0.8/0.2,-750.2282546248261,-431.47027491065165,516.9243467660914,1853.7309205216627,1090.6198353605862,2180.5105144901618,1639.775179330556,1397.4170526354885,-1041.165737963589,-834.5329093220498,-148.81657279987053,715.5505905286448,554.805991112871,6743.120681125075
0.03,0.8/0.2,-751.0094781435719,-453.05884106843325,495.4277712183084,1853.7108870945815,1085.0398060391149,2168.2078855121463,1632.1895643256419,1401.124476430799,-1043.266081954901,-832.4127350566656,-142.5870296174502,715.627687922591,555.3812953942671,6684.375208096428
0.04,0.75/0.25,-718.3072750934775,-451.6262126355572,481.85218798554115,1838.3231450748847,1066.8619111020846,2182.8217939643273,1613.3812931467241,1418.1222497921954,-997.0442200267768,-837.4541201985433,-180.22128486091168,693.7433892596719,566.8083423630022,6677.261199873165
0.05,0.75/0.25,-730.7979714276682,-461.5717040221284,418.00238490835204,1838.3231450748847,1068.2353770994869,2197.505989393148,1633.1125468158834,1418.420426283861,-996.9255270572054,-836.8871511799421,-180.22128486091168,708.0404696970405,565.5122823467221,6640.748983071523
0.0,0.75/0.25,-722.6544111351027,-475.474986498527,468.955000942994,1854.029834964032,1051.1108424629417,2132.014813493569,1645.0918714700936,1404.421648188875,-1014.2463827487892,-841.0095294384646,-192.44482410881108,690.3096174504542,559.3175607955245,6559.4210558387895
0.01,0.75/0.25,-725.2952353359927,-478.9617364455227,468.38652454001686,1850.424610968485,1053.8895761628532,2129.1437479600227,1641.7531597006493,1399.366175770515,-1014.420052065599,-838.2905647679415,-192.44482410881108,690.8412611507948,559.7083925212955,6544.101036050765
0.07,0.7/0.3,-674.6390179172374,-592.3135549915563,464.7538260419637,1693.8573107026484,1082.1349559476803,2187.016752066654,1635.0004928627895,1408.601273942639,-923.9900633316547,-823.2010682277888,-303.53909446040046,695.6192578399724,655.1294587022174,6504.430529177927
0.06,0.7/0.3,-654.7695661471563,-482.112931791922,464.7538260419637,1693.8573107026484,1082.1349559476803,2187.016752066654,1618.904990208265,1362.1583203373934,-922.9220585625791,-866.9123079370031,-287.77375646943767,675.8366886291907,631.1986627444334,6501.37088577013
0.09,0.7/0.3,-658.4420674355134,-500.8394495872168,443.84296988228715,1614.2212554832006,952.6415954115868,2208.1416858710263,1677.2590322780475,1411.6096140199302,-840.4754672539659,-822.3188767556576,-250.0884269133129,632.6130108525462,620.8269614884098,6488.9918373413675
0.04,0.7/0.3,-679.1363663049003,-511.5243348159792,351.29026771439305,1766.3340627530683,1024.6535589713028,2129.056930027926,1692.1230057338043,1407.7220265933656,-963.2080905126513,-840.3801015257027,-225.19448475981588,679.0274321079504,573.9045822251791,6404.66848820794
0.03,0.75/0.25,-728.9838772858068,-487.3247373097764,481.72694560092407,1781.103543992989,1046.3683471746413,2117.6219744228833,1598.0481436594441,1351.547968164449,-1006.9194806169576,-837.4541201985433,-180.22128486091168,691.8640489657568,564.1719189409461,6391.549390650037
0.02,0.75/0.25,-726.5983405890472,-486.7210437412638,441.43561463599286,1781.103543992989,1046.3683471746413,2117.7212255290087,1613.5228229038264,1379.5707500834778,-1005.4601823086168,-838.8307324324129,-194.58341239859166,691.7954882981236,563.6630747577503,6382.987155905878
0.03,0.7/0.3,-704.141359616625,-521.5759828401833,398.64354538322914,1813.3319825708809,1000.1457640532533,2086.423336434739,1626.519164423802,1407.7220265933656,-963.2080905126513,-840.3801015257027,-225.19448475981588,679.0274321079504,577.8700587729063,6335.183291085148
0.08,0.7/0.3,-674.6390179172374,-587.472721952502,443.84296988228715,1614.2212554832006,1020.5819629517217,2187.016752066654,1677.2590322780475,1411.6096140199302,-920.5513653938399,-828.7002547092502,-303.53909446040046,632.6130108525462,620.8269614884098,6293.069104589567
0.05,0.7/0.3,-661.8608414297431,-537.0435317375951,355.3560578980071,1766.3340627530683,1019.729796160071,2175.752755112113,1595.7353692788538,1296.4193885203786,-968.1550205879339,-856.9293196902755,-259.55020423330814,703.8864850033913,621.0733971709207,6250.748394217949
0.0,0.7/0.3,-701.9769061129153,-522.5103047921151,400.62409016836494,1805.6430846865935,1015.0958331820952,2071.817514084646,1611.9314467659533,1367.0607691869138,-975.8563674086502,-844.6445772758785,-235.86582661967927,666.6233392244942,568.5857546982028,6226.527849788025
0.03,0.65/0.35,-654.7450772126033,-541.4981380260557,337.1594660883624,1761.9096226310317,978.2228890218613,2046.8822877248547,1649.193805419692,1405.5310746350967,-914.0131683471685,-855.6676236980006,-267.2316689203007,664.9973717340652,607.5991697876894,6218.340010838525
0.02,0.7/0.3,-704.141359616625,-521.5759828401833,418.6675592202192,1760.8907820746072,1003.7375393369276,2067.1422239772587,1611.498164939697,1387.0923260472855,-970.6140035527989,-841.4282008735498,-235.9806315254154,667.7687892984924,572.2014173827391,6215.258623868654
0.01,0.7/0.3,-701.8995297951753,-516.8456224349449,399.9903480482789,1789.8103214779176,999.8151837442314,2068.905800120071,1615.2217372008477,1373.6231460234005,-973.6188256239282,-841.4282008735498,-235.9806315254154,667.025433574677,569.1028108610885,6213.721970797498
0.05,0.65/0.35,-668.1334081524337,-617.2952465527663,380.907676358718,1647.6060082532708,983.3732751244572,2127.9602986525747,1622.4385163438792,1389.0672640726489,-904.993146380429,-844.3569968100342,-308.2837132963693,649.0909745063426,624.9076889080804,6082.2891910279395
0.06,0.65/0.35,-652.6432854315196,-510.6977144273891,364.92341977160845,1636.1560026969564,979.1952355314252,2127.750837966737,1591.178143580961,1333.9888944641152,-908.3798383187415,-827.2888716349331,-299.429028248679,610.3261553716478,609.8095141794427,6054.889465501631
0.02,0.65/0.35,-682.2874262492957,-564.2298196706984,355.9921370785598,1760.4557505407668,958.8790232997852,2023.7614227257773,1600.5970033482251,1379.4250328046612,-929.4770259330699,-843.3622676234312,-269.95018351818817,649.805717067793,585.0816056573948,6024.69096952828
0.04,0.65/0.35,-656.701256388137,-550.792329170154,320.0651694871041,1639.693477750512,965.8372866223222,2061.9685182423245,1596.0667761457237,1390.0623325013794,-905.8680457693895,-854.7303608936404,-290.24024198281535,645.1214156834945,617.5523317011124,5978.035073929837
0.01,0.65/0.35,-681.945014470776,-561.5542833691545,335.45281638666256,1755.7392812737887,975.1722086477557,2012.8509343632895,1574.1024762370098,1327.7860583603774,-937.0046790148427,-844.1005967981168,-277.2554104471903,643.4731873783337,580.4208150653006,5903.137793612438
0.0,0.65/0.35,-681.6131096164625,-569.4697084269217,332.0129240389404,1754.6037584163257,978.2857576790013,2011.4315917190654,1577.61898312385,1327.590457965034,-937.5827207439503,-848.491925150677,-279.42677137985083,642.6721691833176,577.5415937217102,5885.173000529381
0.1,0.7/0.3,-571.3776460643081,-500.8394495872168,119.24020028113819,1599.840666659879,871.8446850467651,1966.5883873238201,1504.8737849766046,1411.6096140199302,-841.3376001046859,-809.6719313459639,-181.03770030704322,653.2435740230494,555.1073244529563,5778.0839093749255
0.07,0.65/0.35,-640.8961397193103,-510.6977144273891,237.00051737031492,1581.2982765846925,895.6957947195331,2127.750837966737,1510.74741601636,1333.9888944641152,-847.5428143617207,-834.6707447256737,-326.4939390166627,625.4912788338543,609.8095141794427,5761.481177884293
0.09,0.65/0.35,-644.1247056652853,-549.7560760573994,196.45354088233736,1581.2982765846925,895.6957947195331,1998.6069086430664,1558.3864431536585,1142.9979473904305,-860.0632307042268,-785.3918887422424,-362.19799200257034,612.0699659766891,547.0768987419755,5331.051882920658
0.08,0.65/0.35,-644.1247056652853,-510.6977144273891,146.3292584914271,1581.2982765846925,895.6957947195331,1960.9210670708062,1510.74741601636,1146.7704410112588,-846.3353010686724,-828.8796917267832,-350.4993459439733,595.0576916119793,560.725917425297,5217.00910409925
0.1,0.65/0.35,-646.6893796294719,-721.4924953870983,133.7641378535341,1581.2982765846925,894.6264428922251,1998.6069086430664,1558.3864431536585,1130.6992599295393,-872.1880260308014,-854.9171935836454,-362.19799200257034,511.5248813905037,581.4058794295754,4932.827143243206
